Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 32|32|Representative in Congress|Write-In||0
City of Kenosha|Wards 32|32|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 32|32|State Senator District 22|Write-In||0
City of Kenosha|Wards 32|32|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 32|32|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 32|32|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 32|32|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 32|32|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 32|32|District Attorney|Write-In||0
City of Kenosha|Wards 32|32|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 32|32|County Clerk|Write-In||0
City of Kenosha|Wards 32|32|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 32|32|County Treasurer|Write-In||0
City of Kenosha|Wards 32|32|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 32|32|Register of Deeds|Write-In||0
City of Kenosha|Wards 32|32|State Referendum|Yes||0
City of Kenosha|Wards 32|32|State Referendum|No||0
City of Kenosha|Wards 33|33|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 33|33|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 33|33|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 33|33|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 33|33|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 33|33|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 33|33|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 33|33|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 33|33|President / Vice President|Write-In||0
City of Kenosha|Wards 33|33|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 33|33|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 33|33|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 33|33|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 33|33|United States Senator|Write-In||0
City of Kenosha|Wards 33|33|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 33|33|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 33|33|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 33|33|Representative in Congress|Write-In||0
City of Kenosha|Wards 33|33|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 33|33|State Senator District 22|Write-In||0
City of Kenosha|Wards 33|33|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 33|33|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 33|33|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 33|33|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 33|33|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 33|33|District Attorney|Write-In||0
City of Kenosha|Wards 33|33|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 33|33|County Clerk|Write-In||0
City of Kenosha|Wards 33|33|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 33|33|County Treasurer|Write-In||0
City of Kenosha|Wards 33|33|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 33|33|Register of Deeds|Write-In||0
City of Kenosha|Wards 33|33|State Referendum|Yes||0
City of Kenosha|Wards 33|33|State Referendum|No||0
City of Kenosha|Wards 34|34|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 34|34|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 34|34|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 34|34|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 34|34|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 34|34|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 34|34|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 34|34|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 34|34|President / Vice President|Write-In||0
City of Kenosha|Wards 34|34|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 34|34|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 34|34|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 34|34|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 34|34|United States Senator|Write-In||0
City of Kenosha|Wards 34|34|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 34|34|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 34|34|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 34|34|Representative in Congress|Write-In||0
City of Kenosha|Wards 34|34|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 34|34|State Senator District 22|Write-In||0
City of Kenosha|Wards 34|34|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 34|34|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 34|34|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 34|34|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 34|34|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 34|34|District Attorney|Write-In||0
City of Kenosha|Wards 34|34|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 34|34|County Clerk|Write-In||0
City of Kenosha|Wards 34|34|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 34|34|County Treasurer|Write-In||0
City of Kenosha|Wards 34|34|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 34|34|Register of Deeds|Write-In||0
City of Kenosha|Wards 34|34|State Referendum|Yes||0
City of Kenosha|Wards 34|34|State Referendum|No||0
City of Kenosha|Wards 35|35|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 35|35|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 35|35|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 35|35|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 35|35|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 35|35|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 35|35|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 35|35|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 35|35|President / Vice President|Write-In||0
City of Kenosha|Wards 35|35|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 35|35|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 35|35|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 35|35|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 35|35|United States Senator|Write-In||0
City of Kenosha|Wards 35|35|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 35|35|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 35|35|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 35|35|Representative in Congress|Write-In||0
City of Kenosha|Wards 35|35|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 35|35|State Senator District 22|Write-In||0
City of Kenosha|Wards 35|35|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 35|35|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 35|35|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 35|35|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 35|35|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 35|35|District Attorney|Write-In||0
City of Kenosha|Wards 35|35|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 35|35|County Clerk|Write-In||0
City of Kenosha|Wards 35|35|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 35|35|County Treasurer|Write-In||0
City of Kenosha|Wards 35|35|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 35|35|Register of Deeds|Write-In||0
City of Kenosha|Wards 35|35|State Referendum|Yes||0
City of Kenosha|Wards 35|35|State Referendum|No||0
City of Kenosha|Wards 36|36|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 36|36|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 36|36|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 36|36|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 36|36|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 36|36|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 36|36|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 36|36|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 36|36|President / Vice President|Write-In||0
City of Kenosha|Wards 36|36|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 36|36|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 36|36|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 36|36|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 36|36|United States Senator|Write-In||0
City of Kenosha|Wards 36|36|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 36|36|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 36|36|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 36|36|Representative in Congress|Write-In||0
City of Kenosha|Wards 36|36|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 36|36|State Senator District 22|Write-In||0
City of Kenosha|Wards 36|36|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 36|36|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 36|36|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 36|36|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 36|36|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 36|36|District Attorney|Write-In||0
City of Kenosha|Wards 36|36|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 36|36|County Clerk|Write-In||0
City of Kenosha|Wards 36|36|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 36|36|County Treasurer|Write-In||0
City of Kenosha|Wards 36|36|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 36|36|Register of Deeds|Write-In||0
City of Kenosha|Wards 36|36|State Referendum|Yes||0
City of Kenosha|Wards 36|36|State Referendum|No||0
City of Kenosha|Wards 37|37|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 37|37|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 37|37|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 37|37|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 37|37|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 37|37|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 37|37|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 37|37|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 37|37|President / Vice President|Write-In||0
City of Kenosha|Wards 37|37|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 37|37|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 37|37|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 37|37|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 37|37|United States Senator|Write-In||0
City of Kenosha|Wards 37|37|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 37|37|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 37|37|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 37|37|Representative in Congress|Write-In||0
City of Kenosha|Wards 37|37|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 37|37|State Senator District 22|Write-In||0
City of Kenosha|Wards 37|37|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 37|37|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 37|37|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 37|37|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 37|37|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 37|37|District Attorney|Write-In||0
City of Kenosha|Wards 37|37|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 37|37|County Clerk|Write-In||0
City of Kenosha|Wards 37|37|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 37|37|County Treasurer|Write-In||0
City of Kenosha|Wards 37|37|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 37|37|Register of Deeds|Write-In||0
City of Kenosha|Wards 37|37|State Referendum|Yes||0
City of Kenosha|Wards 37|37|State Referendum|No||0
City of Kenosha|Wards 38|38|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 38|38|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 38|38|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 38|38|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 38|38|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 38|38|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 38|38|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 38|38|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 38|38|President / Vice President|Write-In||0
City of Kenosha|Wards 38|38|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 38|38|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 38|38|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 38|38|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 38|38|United States Senator|Write-In||0
City of Kenosha|Wards 38|38|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 38|38|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 38|38|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 38|38|Representative in Congress|Write-In||0
City of Kenosha|Wards 38|38|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 38|38|State Senator District 22|Write-In||0
City of Kenosha|Wards 38|38|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 38|38|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 38|38|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 38|38|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 38|38|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 38|38|District Attorney|Write-In||0
City of Kenosha|Wards 38|38|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 38|38|County Clerk|Write-In||0
City of Kenosha|Wards 38|38|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 38|38|County Treasurer|Write-In||0
City of Kenosha|Wards 38|38|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 38|38|Register of Deeds|Write-In||0
City of Kenosha|Wards 38|38|State Referendum|Yes||0
City of Kenosha|Wards 38|38|State Referendum|No||0
City of Kenosha|Wards 39|39|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 39|39|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 39|39|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 39|39|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 39|39|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 39|39|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 39|39|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 39|39|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 39|39|President / Vice President|Write-In||0
City of Kenosha|Wards 39|39|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 39|39|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 39|39|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 39|39|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 39|39|United States Senator|Write-In||0
City of Kenosha|Wards 39|39|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 39|39|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 39|39|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 39|39|Representative in Congress|Write-In||0
City of Kenosha|Wards 39|39|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 39|39|State Senator District 22|Write-In||0
